-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 11/30/2022 
Location: Latitude  -3.1   Longitude -60.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 51.37 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS                    MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_KT,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS10M,WS10M_MAX,WS10M_MIN,WD10M,PS
2017,11,11,5.28,0.51,28.52,30.91,25.98,5.78,77.75,1.01,1.99,0.32,158.94,100.02
2017,11,12,2.54,0.24,27.73,29.52,26.52,23.58,84.06,1.17,1.94,0.57,99.06,100.09
2017,11,13,3.21,0.31,27.61,29.61,26.38,6.67,84.75,1.0,1.57,0.25,111.19,100.12
2017,11,14,4.77,0.46,28.74,31.45,26.01,0.14,75.12,0.92,1.52,0.13,152.12,100.07
2017,11,15,3.59,0.34,27.95,31.06,25.79,6.78,81.75,1.37,2.04,0.91,147.0,100.14
2017,11,16,3.89,0.38,27.49,31.01,25.08,3.95,84.5,1.38,1.8,0.99,108.25,100.21
2017,11,17,5.01,0.48,27.76,30.22,25.1,2.46,82.0,0.97,2.01,0.25,160.81,100.13
2017,11,18,4.32,0.41,27.92,30.26,26.24,0.74,79.88,1.27,1.82,0.73,122.75,100.11
2017,11,19,5.68,0.55,29.01,32.73,24.93,0.01,72.62,1.48,2.12,0.95,104.88,100.04
2017,11,20,5.65,0.55,29.8,34.01,25.37,7.4,69.94,1.27,1.69,0.7,99.56,100.09
2017,11,21,3.64,0.35,27.55,30.16,25.75,0.66,79.81,1.53,1.84,1.03,92.62,100.18
2017,11,22,4.3,0.41,29.51,34.03,24.94,0.03,61.31,1.28,2.1,0.47,89.62,100.19
2017,11,23,4.91,0.48,28.98,33.59,25.4,7.88,74.75,1.44,2.01,1.14,123.88,100.14
2017,11,24,4.11,0.4,27.52,29.96,25.32,4.18,85.69,1.27,1.64,0.75,122.88,100.19
2017,11,25,3.68,0.36,27.01,29.28,25.3,9.99,87.5,0.95,1.47,0.47,101.62,100.28
2017,11,26,3.97,0.38,28.14,31.48,25.47,1.73,78.94,1.02,1.74,0.47,134.81,100.28
2017,11,27,4.94,0.48,28.36,31.33,25.63,1.18,77.38,1.28,1.72,0.82,81.81,100.18
2017,11,28,4.98,0.48,29.55,33.3,26.01,0.88,72.19,1.39,2.04,0.36,144.81,100.17
2017,11,29,4.48,0.44,29.49,33.16,25.87,1.54,73.75,1.26,1.68,0.73,155.69,100.12
2017,11,30,4.25,0.41,28.93,31.58,26.29,13.47,76.44,0.93,1.89,0.29,153.38,99.99
2017,12,1,3.93,0.38,28.07,29.69,26.4,5.44,81.06,1.09,1.54,0.63,132.56,100.04
2017,12,2,4.36,0.42,27.12,29.04,25.65,7.67,87.25,1.18,1.67,0.55,121.25,100.1
2017,12,3,5.67,0.55,28.69,32.43,24.94,2.97,77.62,1.59,2.14,0.85,135.81,100.02
2017,12,4,5.72,0.55,30.05,33.8,25.65,0.0,69.56,1.38,1.97,0.42,105.5,100.02
2017,12,5,5.35,0.52,30.39,34.33,26.58,0.64,65.44,1.41,2.23,0.65,125.5,100.11
2017,12,6,4.85,0.47,29.2,33.06,25.23,1.2,73.12,1.23,2.22,0.42,154.69,100.15
2017,12,7,2.63,0.26,29.1,31.8,26.19,7.91,75.69,0.88,1.77,0.45,127.56,100.11
2017,12,8,3.88,0.38,27.56,29.33,25.7,8.34,84.81,0.93,2.2,0.34,229.44,100.14
2017,12,9,4.58,0.45,26.69,28.59,25.61,18.52,90.31,1.05,1.79,0.59,115.25,100.25
2017,12,10,1.73,0.17,27.34,29.94,24.76,10.83,84.44,0.79,1.48,0.41,152.62,100.2
2017,12,11,2.12,0.2,26.81,28.19,25.7,9.19,88.5,1.01,1.82,0.4,217.75,100.23
2017,12,12,2.62,0.26,26.32,28.07,25.25,14.87,90.56,1.14,1.65,0.6,101.75,100.3
2017,12,13,4.8,0.47,26.8,28.78,25.28,47.85,85.5,0.8,1.49,0.22,115.0,100.38
2017,12,14,3.14,0.3,26.2,28.37,24.57,18.08,91.44,1.3,1.77,0.98,94.44,100.38
2017,12,15,5.02,0.49,26.42,29.52,24.17,2.19,86.19,1.31,1.84,0.62,89.31,100.35
2017,12,16,4.68,0.45,26.49,28.91,24.41,10.18,89.94,1.16,1.57,0.62,79.25,100.32
2017,12,17,3.21,0.31,26.44,28.51,25.08,5.28,91.12,1.39,1.89,0.72,90.0,100.35
2017,12,18,4.69,0.46,26.65,29.58,24.54,8.12,89.06,1.5,2.05,0.96,94.56,100.34
2017,12,19,3.83,0.38,25.73,28.38,23.76,9.13,90.44,1.74,2.27,1.03,87.44,100.39
2017,12,20,5.27,0.52,26.39,29.38,23.88,0.59,86.44,1.43,1.72,0.67,101.0,100.3
2017,12,21,3.39,0.33,26.19,27.65,24.87,0.74,88.56,1.42,2.09,0.7,102.06,100.28
2017,12,22,4.96,0.48,26.44,28.37,24.58,4.98,88.62,1.15,1.68,0.59,129.75,100.28
2017,12,23,2.77,0.27,26.29,28.65,24.69,21.27,91.38,1.29,1.85,0.7,112.56,100.28
2017,12,24,3.69,0.36,25.33,26.44,24.53,10.3,94.38,1.25,1.46,0.93,92.62,100.34
2017,12,25,2.99,0.29,25.06,26.61,23.72,22.38,94.88,1.08,1.35,0.39,36.56,100.33
2017,12,26,3.05,0.3,24.58,25.44,23.44,3.84,91.69,1.16,1.54,0.59,96.25,100.41
2017,12,27,2.16,0.21,24.79,27.19,22.9,9.22,91.0,1.15,1.62,0.66,140.0,100.43
2017,12,28,6.18,0.6,26.33,29.14,23.62,3.36,85.88,0.98,1.54,0.38,115.06,100.31
2017,12,29,3.57,0.34,25.94,27.14,24.87,65.11,89.0,0.96,1.51,0.5,79.25,100.37
2017,12,30,3.5,0.34,26.52,29.3,24.12,3.18,86.12,1.04,1.87,0.33,147.75,100.39
2017,12,31,2.82,0.27,26.44,28.26,24.66,1.84,88.69,1.09,1.77,0.2,33.31,100.45
2018,1,1,5.84,0.57,26.4,28.62,24.26,0.42,88.06,1.27,1.95,0.59,69.44,100.38
2018,1,2,4.88,0.48,27.01,29.1,25.27,0.03,84.88,1.05,1.84,0.38,78.38,100.29
2018,1,3,4.09,0.4,26.54,28.05,24.95,9.46,87.75,0.8,1.89,0.2,86.5,100.36
2018,1,4,3.88,0.38,25.5,26.81,24.48,11.05,93.06,1.15,1.85,0.28,156.44,100.49
2018,1,5,5.85,0.57,25.4,27.18,24.16,2.63,93.62,1.17,1.78,0.3,92.62,100.51
2018,1,6,6.1,0.59,25.98,28.73,23.87,0.78,88.62,1.4,1.78,0.88,105.75,100.47
2018,1,7,2.73,0.27,25.16,26.85,23.35,5.43,90.31,1.02,1.55,0.16,194.31,100.5
2018,1,8,4.59,0.45,24.96,27.43,22.77,1.72,87.94,1.24,1.92,0.72,119.94,100.49
2018,1,9,4.51,0.44,25.17,27.74,22.77,0.3,86.81,1.34,1.62,0.93,78.0,100.5
2018,1,10,5.8,0.56,26.05,29.15,23.17,1.92,86.0,1.44,1.9,0.59,96.12,100.48
2018,1,11,2.99,0.29,24.98,26.28,23.89,8.63,92.25,1.24,1.9,0.52,127.5,100.59
2018,1,12,4.54,0.44,25.55,28.19,23.76,1.97,90.12,1.25,1.52,0.62,129.75,100.47
2018,1,13,4.27,0.41,24.72,26.09,23.45,9.71,91.31,1.25,1.8,0.46,99.06,100.44
2018,1,14,3.63,0.35,24.92,26.92,23.55,9.63,94.06,1.31,1.59,0.79,103.56,100.37
2018,1,15,3.96,0.38,25.42,27.65,24.05,8.45,93.19,1.42,1.81,0.73,109.25,100.39
2018,1,16,5.06,0.48,25.84,28.71,23.62,1.09,88.56,1.57,2.14,0.88,92.44,100.42
2018,1,17,4.09,0.39,26.55,29.0,24.2,3.77,85.25,1.17,1.59,0.64,119.44,100.44
2018,1,18,2.64,0.26,25.66,27.9,23.83,14.78,91.5,1.2,1.96,0.56,131.69,100.48
2018,1,19,5.35,0.52,24.89,27.73,22.59,3.54,89.5,1.29,1.71,0.74,106.19,100.48
2018,1,20,6.42,0.62,25.94,28.69,23.69,1.18,86.94,1.41,1.83,0.97,93.44,100.41
2018,1,21,3.42,0.33,25.8,28.16,23.8,1.63,90.69,1.31,1.68,0.72,98.19,100.29
2018,1,22,5.04,0.48,26.15,28.53,24.08,5.81,90.44,1.39,1.74,0.67,98.56,100.17
2018,1,23,3.55,0.34,25.19,25.91,24.44,10.7,96.19,1.08,1.52,0.25,113.56,100.24
2018,1,24,2.97,0.28,25.93,28.36,24.05,6.91,90.25,1.08,1.59,0.36,111.69,100.31
2018,1,25,4.25,0.41,25.45,27.08,24.0,10.6,92.38,1.05,1.85,0.08,81.44,100.34
2018,1,26,4.44,0.42,25.91,28.62,23.64,4.21,88.31,1.25,1.79,0.46,57.0,100.26
2018,1,27,4.42,0.42,26.55,28.55,25.37,4.61,88.81,1.06,1.42,0.53,76.75,100.17
2018,1,28,4.47,0.43,25.8,28.1,24.19,10.42,92.81,1.3,1.73,0.64,92.44,100.11
2018,1,29,5.16,0.49,27.01,30.25,24.58,5.12,89.06,1.39,2.01,0.67,92.25,100.0
2018,1,30,4.87,0.46,27.08,29.22,25.32,0.8,90.25,1.29,1.62,0.61,96.12,99.98
2018,1,31,4.65,0.45,26.41,27.82,25.22,15.18,93.94,1.27,1.7,0.69,97.56,100.09
2018,2,1,2.52,0.24,25.98,27.14,25.09,29.14,95.81,1.22,1.62,0.61,98.81,100.2
2018,2,2,2.05,0.2,25.41,26.66,24.48,20.91,94.88,1.16,1.61,0.41,69.12,100.25
2018,2,3,2.3,0.22,25.65,27.61,24.2,1.58,92.38,1.19,1.71,0.39,95.88,100.2
2018,2,4,5.48,0.52,26.66,29.54,24.34,6.13,90.38,1.28,1.73,0.63,94.75,100.17
2018,2,5,6.43,0.61,26.74,29.14,24.9,2.43,87.5,1.07,1.69,0.32,97.75,100.22
2018,2,6,6.23,0.59,26.83,29.34,24.73,0.21,85.94,1.38,1.79,0.52,69.62,100.22
2018,2,7,6.99,0.66,26.57,29.04,24.98,0.0,86.19,1.44,1.85,0.86,71.81,100.27
2018,2,8,6.57,0.62,26.93,29.69,24.25,0.41,86.0,1.3,1.74,0.53,80.12,100.24
2018,2,9,5.35,0.51,27.05,29.62,25.27,1.06,90.06,1.31,1.56,0.77,98.25,100.19
2018,2,10,3.48,0.33,26.13,28.1,25.0,12.72,92.12,1.61,2.64,1.05,79.56,100.29
2018,2,11,3.49,0.33,25.63,27.49,24.52,11.21,93.75,1.39,1.67,1.15,107.62,100.39
2018,2,12,3.39,0.32,25.79,28.46,24.05,1.72,90.44,1.19,1.52,0.66,114.0,100.45
2018,2,13,4.03,0.38,26.1,28.24,24.2,2.4,88.5,0.98,1.68,0.16,82.5,100.44
2018,2,14,4.92,0.46,26.41,28.73,24.91,0.35,87.06,1.27,1.64,0.66,72.69,100.48
2018,2,15,4.3,0.41,25.91,28.06,24.14,0.18,85.31,1.29,1.6,0.64,52.19,100.55
2018,2,16,5.73,0.54,26.25,28.65,24.18,0.18,84.5,1.16,1.8,0.62,148.81,100.57
2018,2,17,3.57,0.34,26.26,28.91,24.11,1.31,86.62,1.41,1.77,0.78,111.38,100.49
2018,2,18,4.05,0.38,26.4,28.94,24.57,4.36,88.19,1.2,1.63,0.6,62.94,100.35
2018,2,19,4.61,0.44,26.1,28.61,23.7,6.33,89.56,1.31,1.84,0.45,55.94,100.28
2018,2,20,4.58,0.43,25.77,27.27,24.58,5.62,93.06,1.25,1.75,0.33,80.94,100.37
2018,2,21,3.51,0.33,25.7,28.0,24.49,4.93,90.69,1.27,1.52,0.98,130.75,100.52
2018,2,22,3.74,0.35,25.58,27.83,24.2,0.63,88.06,1.34,1.78,1.02,68.0,100.48
2018,2,23,2.42,0.23,24.56,25.62,23.72,5.51,93.44,1.23,1.58,0.56,91.69,100.48
2018,2,24,4.03,0.38,25.04,27.06,23.62,1.23,91.81,1.09,1.54,0.59,105.75,100.41
2018,2,25,4.62,0.44,25.08,27.35,23.24,0.03,90.44,1.36,1.78,0.9,94.38,100.49
2018,2,26,6.2,0.59,26.01,29.45,22.73,0.01,86.12,1.34,1.65,0.82,105.94,100.47
2018,2,27,1.78,0.16,25.46,26.98,24.26,1.76,89.56,1.2,1.79,0.62,126.69,100.5
2018,2,28,5.8,0.55,25.87,29.23,23.45,0.1,87.56,1.13,1.61,0.73,115.0,100.39
2018,3,1,6.61,0.62,26.37,29.41,23.88,0.0,88.44,1.3,1.48,1.09,98.12,100.44
2018,3,2,5.86,0.55,26.48,28.87,24.23,0.87,87.81,1.41,1.79,0.8,94.69,100.45
2018,3,3,5.62,0.53,26.39,28.84,24.41,0.35,87.75,1.42,1.86,0.66,105.44,100.33
2018,3,4,4.75,0.45,26.84,29.93,24.08,0.01,87.5,1.2,1.75,0.64,115.94,100.22
2018,3,5,4.58,0.43,26.8,29.79,24.43,0.02,88.38,1.31,1.53,0.95,95.69,100.2
2018,3,6,4.9,0.46,26.08,28.11,24.65,2.3,91.88,1.19,1.58,0.42,107.19,100.28
2018,3,7,4.89,0.46,26.01,27.94,24.73,0.95,92.0,1.32,1.62,0.71,116.75,100.4
2018,3,8,4.48,0.42,26.17,27.87,24.46,2.36,91.69,1.3,1.66,0.66,126.19,100.4
2018,3,9,3.76,0.36,25.93,27.7,24.44,3.27,93.56,1.34,1.63,0.84,77.88,100.42
2018,3,10,4.59,0.44,26.65,29.53,24.49,0.67,90.0,1.34,1.81,0.66,91.75,100.39
2018,3,11,4.99,0.48,27.24,30.19,24.69,0.07,87.38,1.52,2.31,0.88,85.44,100.32
2018,3,12,4.34,0.41,27.19,29.86,24.95,3.25,89.06,1.44,2.11,0.76,86.5,100.32
2018,3,13,2.7,0.26,26.17,28.43,24.76,2.6,92.5,1.42,2.01,0.9,80.62,100.36
2018,3,14,4.77,0.45,26.55,29.61,24.44,2.75,90.19,1.44,1.92,1.05,93.69,100.42
2018,3,15,3.25,0.31,26.62,29.43,24.97,1.74,91.0,1.3,1.7,0.7,99.0,100.41
2018,3,16,3.05,0.29,25.83,27.63,24.73,0.64,89.81,1.47,2.23,0.8,97.19,100.48
2018,3,17,3.48,0.33,26.02,28.6,23.68,18.08,90.81,1.34,1.62,0.82,108.88,100.37
2018,3,18,2.55,0.24,25.88,27.94,24.43,17.81,91.31,1.05,1.62,0.44,109.06,100.28
2018,3,19,5.41,0.52,26.37,29.21,24.42,2.11,89.62,1.24,1.55,0.6,107.62,100.21
2018,3,20,4.83,0.46,26.56,29.03,24.57,0.35,89.94,1.29,1.59,0.73,112.5,100.24
2018,3,21,5.52,0.53,26.55,28.67,25.01,1.23,89.56,1.48,2.0,0.72,102.19,100.33
2018,3,22,5.59,0.54,26.73,29.23,24.74,1.15,89.0,1.49,2.17,0.7,108.19,100.37
2018,3,23,3.26,0.31,26.42,28.9,24.89,0.86,87.81,1.12,1.6,0.66,119.31,100.39
2018,3,24,2.55,0.24,25.4,27.41,24.1,2.08,89.88,1.31,1.53,0.84,146.62,100.43
2018,3,25,3.59,0.34,25.6,27.78,23.78,0.31,91.0,1.26,1.46,1.04,111.19,100.42
2018,3,26,5.17,0.5,26.46,29.41,24.48,1.8,87.69,1.52,2.06,1.16,93.38,100.39
2018,3,27,5.94,0.57,26.14,28.58,24.03,4.08,90.19,1.38,1.91,0.83,105.56,100.34
2018,3,28,3.94,0.38,26.49,29.09,24.63,9.31,91.19,1.4,1.79,0.84,124.12,100.29
2018,3,29,3.25,0.31,25.52,26.62,24.58,4.43,93.44,0.95,1.59,0.23,102.38,100.39
2018,3,30,4.92,0.48,26.09,28.59,24.23,6.94,89.81,1.3,1.77,0.6,119.62,100.34
2018,3,31,3.74,0.37,25.76,27.8,24.46,4.83,90.25,1.15,1.7,0.44,107.94,100.33
2018,4,1,3.56,0.34,25.83,28.28,24.08,11.95,92.12,1.2,1.43,0.8,123.94,100.34
2018,4,2,2.86,0.28,25.68,27.83,24.08,5.23,91.06,1.26,1.79,0.51,106.88,100.32
2018,4,3,4.62,0.45,25.85,28.11,24.34,5.2,92.38,1.11,1.68,0.34,117.06,100.31
2018,4,4,5.65,0.55,26.1,28.69,24.05,10.31,86.75,1.06,1.66,0.16,146.0,100.33
2018,4,5,2.56,0.25,25.42,27.34,24.15,16.43,88.62,1.08,1.8,0.3,296.31,100.41
2018,4,6,4.63,0.45,26.06,28.49,23.96,0.98,83.69,0.96,1.54,0.34,84.38,100.39
2018,4,7,5.36,0.53,26.5,29.13,24.23,8.97,84.44,1.09,1.7,0.36,81.19,100.43
2018,4,8,3.58,0.35,25.96,28.31,24.26,11.47,88.25,1.07,1.7,0.54,117.0,100.49
2018,4,9,3.86,0.38,25.61,27.96,23.87,10.95,91.44,1.26,1.81,0.6,100.75,100.48
2018,4,10,4.65,0.46,26.21,28.67,24.01,5.86,87.56,0.91,1.8,0.33,99.69,100.49
2018,4,11,3.98,0.4,25.98,28.34,24.59,2.58,90.25,1.42,2.03,0.95,66.94,100.47
2018,4,12,3.82,0.38,25.35,27.86,23.53,9.72,90.25,1.22,1.54,0.83,106.12,100.48
2018,4,13,3.81,0.38,25.16,27.13,23.93,8.47,92.62,1.36,1.81,0.66,105.69,100.56
2018,4,14,4.39,0.44,26.02,28.99,23.9,4.34,88.81,1.26,1.54,0.85,115.25,100.58
2018,4,15,2.06,0.2,25.65,27.5,24.47,8.79,93.25,1.23,1.66,0.57,127.06,100.69
2018,4,16,4.43,0.45,25.86,28.49,24.23,1.77,90.56,1.18,1.48,0.62,145.94,100.69
2018,4,17,4.69,0.47,24.75,26.03,23.71,3.14,90.62,1.34,2.05,0.79,125.62,100.7
2018,4,18,5.66,0.57,25.24,27.55,23.4,13.94,90.81,1.41,2.02,0.82,112.31,100.69
2018,4,19,3.31,0.34,25.3,27.31,23.8,11.44,93.25,1.24,1.5,0.72,118.38,100.69
2018,4,20,3.28,0.34,25.05,26.56,24.04,14.36,95.5,1.19,1.41,0.62,134.88,100.6
2018,4,21,5.68,0.58,25.91,28.07,23.76,9.66,89.69,1.05,1.66,0.31,121.31,100.51
2018,4,22,5.07,0.52,25.8,27.01,24.35,8.83,90.88,1.01,1.76,0.32,91.06,100.46
2018,4,23,3.0,0.3,25.62,27.25,23.98,7.58,89.88,1.04,1.74,0.28,81.31,100.56
2018,4,24,4.06,0.41,25.7,28.55,23.24,9.43,88.56,1.42,1.91,0.7,85.31,100.63
2018,4,25,5.39,0.55,26.1,28.8,23.96,1.22,88.62,1.32,1.87,0.66,95.88,100.64
2018,4,26,5.72,0.59,25.95,27.69,24.21,0.06,90.25,1.03,1.85,0.12,104.31,100.56
2018,4,27,5.67,0.59,26.58,29.4,24.12,0.64,87.38,1.47,1.81,0.95,80.44,100.49
2018,4,28,3.82,0.39,26.26,28.24,24.84,19.86,92.0,1.01,1.58,0.49,106.69,100.57
2018,4,29,1.82,0.19,25.86,27.6,24.83,59.12,91.62,1.16,1.67,0.49,90.19,100.65
2018,4,30,4.46,0.46,26.24,29.11,23.91,0.94,87.88,1.3,1.54,0.97,79.88,100.6
2018,5,1,3.45,0.36,25.27,26.3,24.12,11.54,92.62,1.0,1.48,0.09,108.75,100.69
2018,5,2,5.28,0.55,25.48,26.54,24.15,11.23,90.81,1.03,1.86,0.17,110.88,100.69
2018,5,3,3.22,0.34,25.05,26.44,24.16,9.85,94.44,1.25,1.88,0.55,111.62,100.61
2018,5,4,5.5,0.58,25.85,28.56,23.74,3.44,90.75,1.29,1.64,0.73,103.69,100.52
2018,5,5,3.49,0.37,25.87,28.64,23.98,1.72,90.69,1.41,2.02,1.07,111.94,100.55
2018,5,6,3.47,0.37,25.78,28.13,24.3,4.79,91.06,1.26,1.61,0.59,128.31,100.68
2018,5,7,3.17,0.34,25.65,27.52,24.05,5.3,90.75,1.14,1.74,0.35,114.12,100.67
2018,5,8,4.43,0.47,25.83,27.71,23.98,2.71,88.25,1.16,1.65,0.5,38.69,100.59
2018,5,9,5.04,0.53,26.87,29.55,24.98,1.03,84.12,1.12,1.72,0.7,80.12,100.57
2018,5,10,4.41,0.47,26.51,29.07,24.22,2.37,86.0,1.42,2.03,0.78,76.94,100.54
2018,5,11,5.79,0.62,26.53,29.31,24.23,1.07,86.5,1.45,2.04,0.7,90.62,100.59
2018,5,12,3.1,0.33,25.87,28.12,24.16,12.06,91.62,1.38,1.81,0.98,100.56,100.56
2018,5,13,5.53,0.59,25.57,28.46,23.29,3.97,90.06,1.38,1.84,0.74,90.19,100.47
2018,5,14,4.42,0.48,25.52,26.99,24.07,13.98,89.88,0.96,1.76,0.11,97.75,100.51
2018,5,15,1.81,0.2,25.62,27.89,23.92,15.85,89.25,1.09,1.69,0.64,94.56,100.53
2018,5,16,3.82,0.41,25.15,27.68,23.58,5.36,91.94,1.09,1.53,0.63,133.62,100.59
2018,5,17,5.55,0.6,25.65,27.94,23.65,4.93,89.94,1.23,1.81,0.41,108.62,100.49
2018,5,18,5.6,0.61,26.3,28.69,24.19,0.96,88.5,1.3,1.84,0.58,113.69,100.4
2018,5,19,4.3,0.47,25.7,27.63,24.51,4.75,91.19,1.37,1.82,0.6,120.94,100.56
2018,5,20,2.34,0.26,25.9,28.08,23.64,10.36,85.94,0.93,1.84,0.07,128.62,100.58
2018,5,21,4.16,0.45,25.9,28.37,23.9,8.85,88.06,1.17,1.88,0.44,165.06,100.49
2018,5,22,4.28,0.47,25.39,27.26,24.27,13.68,93.0,1.36,1.73,0.74,138.06,100.6
2018,5,23,3.87,0.42,25.34,27.26,23.93,9.18,88.44,1.07,1.59,0.48,90.38,100.75
2018,5,24,5.15,0.56,25.86,28.51,24.07,4.04,89.38,1.39,1.7,0.69,117.12,100.72
2018,5,25,5.04,0.55,25.37,26.83,24.16,11.43,94.31,1.16,1.88,0.74,119.75,100.63
2018,5,26,3.0,0.33,25.57,27.94,24.14,22.55,92.0,1.23,1.84,0.66,110.88,100.57
2018,5,27,4.34,0.48,25.94,28.1,24.13,14.99,90.19,1.23,1.83,0.22,87.44,100.59
2018,5,28,4.02,0.45,25.79,27.83,24.26,7.38,91.44,1.31,1.82,0.58,93.38,100.65
2018,5,29,4.0,0.45,25.83,27.88,23.88,5.26,89.69,1.16,1.77,0.41,75.56,100.62
2018,5,30,1.87,0.21,25.8,27.75,24.23,23.03,91.56,1.38,1.91,0.61,80.31,100.55
2018,5,31,4.62,0.52,25.44,27.08,24.26,7.54,94.06,1.15,1.78,0.4,89.38,100.46
2018,6,1,6.02,0.67,26.21,29.23,23.84,0.97,90.38,1.39,1.85,0.87,82.56,100.38
2018,6,2,6.07,0.68,26.25,28.92,24.14,0.05,91.25,1.36,1.77,0.52,91.62,100.5
2018,6,3,4.69,0.52,26.07,28.38,24.56,4.29,92.44,1.26,1.67,0.62,108.06,100.67
2018,6,4,4.96,0.55,26.0,28.42,24.38,13.58,91.19,1.39,1.84,0.6,166.81,100.73
2018,6,5,3.69,0.41,25.96,28.47,24.23,11.03,91.31,1.47,2.0,0.73,163.44,100.66
2018,6,6,4.29,0.48,26.19,28.37,24.43,17.79,88.19,1.2,1.7,0.35,119.12,100.5
2018,6,7,2.56,0.29,25.44,26.77,24.33,40.85,94.31,1.27,1.75,0.72,129.75,100.63
2018,6,8,3.7,0.41,25.83,28.01,23.85,8.85,91.06,1.18,1.67,0.53,133.81,100.64
2018,6,9,3.26,0.37,25.87,27.54,24.76,24.25,93.62,1.35,1.73,0.73,98.75,100.62
2018,6,10,5.74,0.65,25.82,28.55,23.7,6.48,88.56,1.43,1.95,0.77,80.75,100.6
2018,6,11,5.92,0.66,26.17,29.15,23.33,0.09,87.88,1.53,1.92,0.83,89.38,100.52
2018,6,12,5.98,0.67,26.61,29.37,24.12,0.02,87.69,1.54,1.91,0.95,94.56,100.54
2018,6,13,5.89,0.66,26.65,29.33,24.37,0.24,88.69,1.41,1.8,0.82,110.25,100.64
2018,6,14,6.02,0.68,26.59,29.21,24.21,0.08,86.5,1.49,2.13,0.79,119.81,100.7
2018,6,15,5.58,0.63,26.13,28.56,24.0,0.93,86.81,1.45,2.21,0.71,139.81,100.76
2018,6,16,4.1,0.46,25.55,27.5,24.21,6.75,91.06,1.36,1.84,0.7,155.44,100.83
2018,6,17,3.56,0.41,25.46,27.46,24.0,9.18,92.25,1.26,1.83,0.79,160.81,100.88
2018,6,18,2.23,0.25,25.22,26.79,24.17,9.32,92.88,1.16,1.79,0.67,151.94,100.92
2018,6,19,4.67,0.53,25.56,28.19,23.47,7.15,89.69,1.38,1.98,0.69,127.19,100.81
2018,6,20,3.52,0.4,25.44,27.63,23.48,9.54,90.19,1.34,1.83,0.65,120.62,100.79
2018,6,21,3.69,0.41,25.62,28.15,23.78,8.24,89.19,1.3,1.65,0.59,122.38,100.8
2018,6,22,4.91,0.55,25.35,27.58,23.64,5.47,91.19,1.41,1.92,0.77,118.25,100.71
2018,6,23,5.54,0.62,25.87,28.5,23.12,3.47,87.69,1.29,2.19,0.56,118.81,100.57
2018,6,24,5.56,0.63,26.06,28.71,23.58,2.67,88.19,1.44,2.04,0.66,138.12,100.56
2018,6,25,5.45,0.62,26.32,28.7,24.61,1.78,85.56,1.19,1.78,0.65,120.25,100.59
2018,6,26,4.9,0.55,26.07,28.56,24.4,2.48,86.25,1.31,1.71,0.72,101.12,100.56
2018,6,27,5.83,0.66,25.86,28.7,23.09,0.7,88.25,1.58,2.13,0.92,120.25,100.54
2018,6,28,5.64,0.64,25.9,28.73,23.3,0.41,87.69,1.59,2.1,0.83,139.5,100.55
2018,6,29,4.27,0.48,25.92,28.44,23.72,0.22,86.31,1.62,2.1,0.83,152.88,100.53
2018,6,30,5.85,0.66,26.2,28.71,24.05,0.34,85.62,1.57,2.05,0.9,151.75,100.43
2018,7,1,5.02,0.56,26.11,28.43,23.5,3.86,85.19,1.34,2.16,0.65,145.56,100.43
2018,7,2,5.55,0.62,26.23,28.71,24.15,0.31,83.44,1.41,2.1,0.61,146.19,100.46
2018,7,3,5.16,0.58,26.17,28.26,24.12,2.27,85.0,1.34,2.09,0.61,143.19,100.53
2018,7,4,5.55,0.62,26.74,29.01,24.76,0.05,81.12,1.09,2.08,0.25,111.31,100.54
2018,7,5,5.5,0.62,26.65,28.98,24.52,1.6,82.19,1.2,2.15,0.25,134.81,100.58
2018,7,6,5.52,0.62,26.48,29.05,24.15,1.53,83.25,1.46,2.37,0.61,139.12,100.53
2018,7,7,5.45,0.61,26.2,28.69,24.02,0.37,84.75,1.52,2.11,0.88,110.0,100.55
2018,7,8,5.59,0.62,26.23,28.91,23.73,0.22,87.38,1.54,2.01,1.09,112.12,100.62
2018,7,9,4.58,0.52,26.19,27.73,24.26,5.0,88.62,1.09,1.76,0.3,128.31,100.71
