-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 11/30/2022 
Location: Latitude  -7.5   Longitude -63.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 66.95 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_KT,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WD10M
2017,6,11,0.28,2.39,25.23,29.04,22.01,89.81,0.04,100.46,0.8,1.32,0.21,153.44
2017,6,12,0.62,5.24,25.52,29.21,21.98,89.19,0.05,100.43,1.09,1.52,0.44,142.38
2017,6,13,0.63,5.32,25.76,29.49,21.56,89.19,0.04,100.39,1.11,1.62,0.38,124.12
2017,6,14,0.66,5.58,26.08,29.61,22.65,89.56,1.12,100.52,1.08,1.62,0.41,137.75
2017,6,15,0.67,5.61,25.87,29.43,22.43,90.06,0.15,100.5,1.25,1.69,0.47,113.62
2017,6,16,0.7,5.79,25.8,29.59,21.76,87.44,0.01,100.41,1.11,1.73,0.3,93.06
2017,6,17,0.68,5.68,25.8,29.33,21.62,87.06,0.0,100.31,1.06,1.69,0.31,79.94
2017,6,18,0.66,5.51,25.97,29.57,22.37,89.06,0.0,100.31,0.91,1.62,0.31,87.88
2017,6,19,0.7,5.82,25.98,29.12,23.64,89.38,0.0,100.38,0.91,1.57,0.45,93.19
2017,6,20,0.38,3.17,24.78,28.17,21.87,88.31,0.09,100.49,1.07,1.44,0.48,144.44
2017,6,21,0.73,6.1,23.9,27.16,20.56,89.0,3.11,100.55,1.03,1.58,0.32,194.81
2017,6,22,0.7,5.8,24.73,28.67,20.67,87.75,1.26,100.41,0.85,1.53,0.34,218.56
2017,6,23,0.65,5.44,25.71,29.17,21.6,86.94,0.23,100.35,0.8,1.49,0.29,173.12
2017,6,24,0.66,5.53,25.57,28.55,23.33,90.75,0.16,100.45,0.88,1.41,0.38,63.25
2017,6,25,0.73,6.07,25.08,28.87,21.44,88.38,0.02,100.5,1.12,1.76,0.38,95.12
2017,6,26,0.74,6.2,24.78,28.87,21.31,88.19,0.0,100.37,1.11,1.76,0.37,91.25
2017,6,27,0.7,5.79,25.14,29.26,21.43,88.88,0.0,100.35,0.98,1.75,0.31,71.88
2017,6,28,0.71,5.96,24.98,29.06,21.23,89.69,0.01,100.47,1.0,1.67,0.52,86.38
2017,6,29,0.75,6.3,24.23,28.12,20.5,86.88,0.03,100.51,1.08,1.61,0.38,89.19
2017,6,30,0.67,5.62,24.98,28.74,21.29,86.12,0.14,100.61,0.82,1.36,0.35,116.38
2017,7,1,0.68,5.69,24.83,28.59,20.33,88.69,0.04,100.72,0.98,1.68,0.11,123.31
2017,7,2,0.54,4.53,25.48,28.83,20.99,86.12,0.0,100.69,0.89,1.57,0.23,118.12
2017,7,3,0.7,5.87,25.23,28.73,21.62,85.19,0.07,100.62,0.88,1.69,0.1,129.44
2017,7,4,0.7,5.9,25.01,28.7,20.62,87.56,0.16,100.59,0.94,1.68,0.12,108.38
2017,7,5,0.62,5.29,25.37,29.04,21.94,87.31,0.0,100.63,0.85,1.55,0.21,91.94
2017,7,6,0.66,5.62,25.51,28.96,22.53,89.75,0.0,100.64,0.9,1.3,0.43,93.62
2017,7,7,0.73,6.22,25.02,28.8,22.07,88.81,0.0,100.65,1.02,1.73,0.45,79.62
2017,7,8,0.74,6.26,24.79,28.75,19.98,85.69,0.0,100.6,0.96,1.74,0.28,85.0
2017,7,9,0.7,5.95,25.69,29.47,21.72,86.06,0.0,100.58,0.91,1.58,0.31,106.56
2017,7,10,0.7,5.93,25.58,29.4,22.4,89.12,0.03,100.54,0.96,1.54,0.37,110.5
2017,7,11,0.74,6.27,24.14,28.54,19.37,88.69,0.02,100.6,1.21,1.98,0.19,94.94
2017,7,12,0.76,6.47,24.08,28.25,18.47,84.88,0.0,100.63,0.95,2.03,0.14,166.44
2017,7,13,0.73,6.28,24.29,28.77,18.7,84.56,0.0,100.66,0.93,1.86,0.08,234.5
2017,7,14,0.71,6.06,24.71,29.14,20.2,87.0,0.0,100.57,0.81,1.72,0.09,261.0
2017,7,15,0.47,3.98,25.51,29.51,21.9,88.25,0.0,100.45,0.88,1.6,0.17,161.06
2017,7,16,0.55,4.72,25.69,29.54,22.36,88.81,0.0,100.44,0.89,1.44,0.45,53.12
2017,7,17,0.71,6.09,25.67,29.58,22.55,89.0,0.0,100.55,0.93,1.37,0.47,82.88
2017,7,18,0.74,6.41,22.87,25.86,18.9,82.81,0.02,100.76,1.28,2.33,0.28,192.0
2017,7,19,0.74,6.41,20.52,25.05,16.37,78.75,0.0,100.81,1.03,1.79,0.23,218.69
2017,7,20,0.73,6.32,21.44,26.58,16.46,84.94,0.0,100.76,0.91,1.81,0.11,249.12
2017,7,21,0.71,6.17,23.4,28.33,18.44,85.88,0.0,100.69,0.78,1.48,0.08,245.19
2017,7,22,0.7,6.04,24.89,29.76,20.33,87.69,0.0,100.56,0.81,1.61,0.16,254.38
2017,7,23,0.7,6.08,25.66,30.16,21.34,86.94,0.0,100.48,0.83,1.67,0.18,136.38
2017,7,24,0.65,5.67,26.01,30.33,22.15,86.75,0.03,100.53,0.94,1.66,0.39,53.38
2017,7,25,0.69,5.98,26.84,31.12,23.3,86.25,0.01,100.52,0.85,1.58,0.3,78.38
2017,7,26,0.74,6.48,26.3,30.75,22.34,85.06,0.0,100.41,1.05,1.72,0.41,77.75
2017,7,27,0.73,6.4,25.56,30.33,21.29,83.56,0.0,100.4,1.07,1.84,0.2,82.44
2017,7,28,0.73,6.39,25.66,30.41,21.86,85.19,0.0,100.4,1.0,1.59,0.48,75.81
2017,7,29,0.68,6.0,25.55,30.35,21.09,84.25,0.02,100.53,1.08,1.66,0.41,63.88
2017,7,30,0.69,6.08,25.82,30.83,21.23,81.25,0.01,100.63,0.88,1.68,0.11,115.5
2017,7,31,0.66,5.84,25.78,30.83,21.63,78.19,0.0,100.53,0.85,1.71,0.11,128.5
2017,8,1,0.66,5.84,25.86,31.27,21.03,80.88,0.0,100.42,0.97,1.65,0.23,183.44
2017,8,2,0.62,5.55,26.27,31.5,21.06,81.5,0.0,100.45,1.02,1.7,0.4,90.44
2017,8,3,0.68,6.11,27.05,32.58,21.73,79.56,0.0,100.51,0.96,1.54,0.47,82.94
2017,8,4,0.7,6.3,26.79,31.95,22.15,78.31,0.0,100.5,0.9,1.59,0.23,92.5
2017,8,5,0.69,6.18,26.58,32.27,21.22,74.38,0.0,100.41,0.92,1.76,0.12,220.12
2017,8,6,0.66,5.96,26.83,32.54,21.32,75.31,0.0,100.35,0.96,1.66,0.08,128.38
2017,8,7,0.62,5.62,27.48,33.02,23.54,77.06,0.01,100.28,0.79,1.31,0.14,105.31
2017,8,8,0.64,5.85,27.65,33.39,23.21,78.19,0.04,100.27,0.8,1.1,0.35,128.56
2017,8,9,0.59,5.37,28.04,33.23,23.9,79.38,0.05,100.3,0.73,1.15,0.23,44.81
2017,8,10,0.55,5.02,27.23,32.01,23.83,82.88,8.61,100.31,0.72,0.88,0.55,244.06
2017,8,11,0.4,3.61,25.99,28.99,23.54,89.31,4.52,100.3,0.55,0.8,0.28,322.56
2017,8,12,0.57,5.21,26.74,30.87,23.8,84.56,1.46,100.29,0.65,1.02,0.34,172.31
2017,8,13,0.59,5.49,27.56,32.37,22.83,80.06,0.23,100.3,0.84,1.34,0.13,42.31
2017,8,14,0.62,5.74,28.12,32.98,23.87,77.12,0.35,100.17,0.85,1.3,0.21,38.81
2017,8,15,0.64,5.92,28.4,33.52,23.93,76.25,0.13,100.14,0.85,1.44,0.28,199.31
2017,8,16,0.56,5.24,28.26,33.41,23.58,77.88,3.82,100.14,0.8,1.41,0.09,129.81
2017,8,17,0.45,4.14,27.69,31.83,24.98,81.5,4.12,100.14,0.7,1.32,0.28,166.19
2017,8,18,0.59,5.52,28.23,32.44,24.91,77.56,0.81,100.15,0.57,0.94,0.17,179.38
2017,8,19,0.62,5.84,28.15,33.73,23.23,75.88,0.14,100.06,0.92,1.42,0.18,105.5
2017,8,20,0.6,5.67,29.33,33.99,24.17,71.62,0.56,100.2,0.52,1.02,0.05,147.62
2017,8,21,0.48,4.54,28.68,33.0,24.18,73.81,0.13,100.35,1.03,1.8,0.45,103.94
2017,8,22,0.53,5.04,27.01,31.19,23.65,75.12,0.0,100.45,0.93,1.23,0.51,170.38
2017,8,23,0.62,5.87,27.78,34.25,22.26,70.81,0.0,100.22,0.69,0.98,0.24,78.69
2017,8,24,0.53,5.06,27.76,33.47,23.57,78.0,15.69,100.2,0.71,1.01,0.2,129.06
2017,8,25,0.56,5.35,27.33,32.47,23.2,80.88,8.82,100.22,0.79,1.52,0.17,148.69
2017,8,26,0.64,6.12,27.79,33.24,23.01,75.25,0.18,100.2,1.03,1.79,0.12,148.94
2017,8,27,0.67,6.44,28.49,34.23,23.57,71.31,0.01,100.13,1.01,1.73,0.11,99.19
2017,8,28,0.55,5.34,28.54,34.36,23.23,74.94,0.27,100.13,0.92,1.54,0.42,143.62
2017,8,29,0.54,5.16,28.75,34.08,24.21,75.0,0.11,100.21,0.69,1.28,0.17,175.88
2017,8,30,0.56,5.47,28.81,35.4,23.35,73.31,3.02,100.27,0.71,1.1,0.25,217.06
2017,8,31,0.4,3.89,28.7,34.84,24.08,74.44,2.14,100.33,0.63,1.03,0.18,228.75
2017,9,1,0.53,5.14,28.51,34.05,23.94,73.62,0.35,100.4,0.64,1.09,0.16,164.81
2017,9,2,0.57,5.58,29.05,35.12,24.23,72.75,0.88,100.41,0.73,1.2,0.37,153.88
2017,9,3,0.57,5.54,29.5,36.0,24.02,70.44,0.26,100.33,0.72,1.14,0.1,133.38
2017,9,4,0.59,5.82,30.02,36.84,24.27,64.62,0.04,100.21,0.67,1.24,0.33,162.25
2017,9,5,0.56,5.54,30.03,37.05,24.27,61.06,0.02,100.19,0.84,1.36,0.29,88.19
2017,9,6,0.53,5.21,28.78,34.82,24.01,64.94,0.2,100.19,0.7,1.13,0.15,153.44
2017,9,7,0.36,3.57,28.38,34.62,23.33,69.62,0.46,100.17,0.6,0.93,0.17,123.0
2017,9,8,0.52,5.15,29.07,35.76,24.22,71.5,4.64,100.04,0.69,0.91,0.18,104.31
2017,9,9,0.5,4.95,28.87,35.19,23.87,74.81,1.92,100.03,0.74,1.15,0.34,164.0
2017,9,10,0.46,4.59,29.51,35.87,24.45,71.56,0.42,100.07,0.79,1.05,0.44,158.69
2017,9,11,0.59,5.83,30.01,36.61,24.48,68.0,0.58,100.16,0.73,1.07,0.22,132.25
2017,9,12,0.34,3.34,29.82,35.31,24.59,71.06,3.81,100.22,0.55,1.03,0.18,139.19
2017,9,13,0.48,4.75,30.02,36.65,24.28,67.25,0.63,100.18,0.77,1.17,0.48,150.5
2017,9,14,0.52,5.3,30.06,36.34,24.92,68.06,0.09,100.25,0.78,1.05,0.58,129.88
2017,9,15,0.55,5.62,30.76,37.22,24.35,63.88,0.03,100.27,0.7,1.07,0.11,125.31
2017,9,16,0.4,3.99,30.89,37.07,25.61,62.25,0.0,100.17,0.95,1.21,0.62,185.25
2017,9,17,0.52,5.25,29.65,36.75,23.87,60.69,0.56,100.2,1.03,1.39,0.62,121.38
2017,9,18,0.34,3.44,28.63,35.21,24.15,66.69,0.95,100.29,0.73,1.27,0.09,242.0
2017,9,19,0.3,3.03,28.9,36.05,23.11,64.62,0.2,100.32,0.64,1.02,0.13,158.0
2017,9,20,0.38,3.8,29.67,36.25,23.82,63.19,0.02,100.21,0.71,1.52,0.34,176.25
2017,9,21,0.49,5.01,30.79,37.69,24.93,63.5,1.55,100.14,0.59,0.82,0.31,155.81
2017,9,22,0.38,3.93,29.51,36.69,24.84,69.12,2.63,100.18,0.68,1.12,0.44,103.94
2017,9,23,0.45,4.53,29.87,37.1,25.13,65.12,7.55,100.17,0.73,1.11,0.35,126.69
2017,9,24,0.3,3.1,27.21,30.94,24.58,83.75,16.41,100.23,0.48,0.76,0.03,295.44
2017,9,25,0.41,4.24,27.01,31.57,23.95,83.0,24.83,100.28,0.72,1.13,0.38,247.75
2017,9,26,0.3,3.08,26.42,29.35,23.91,88.38,20.83,100.17,0.65,0.95,0.3,177.94
2017,9,27,0.43,4.42,27.95,31.65,24.09,78.25,0.0,100.13,0.45,0.98,0.12,148.31
2017,9,28,0.56,5.85,28.81,32.54,25.62,73.69,0.0,100.15,0.59,0.82,0.14,87.56
2017,9,29,0.55,5.65,28.32,32.7,24.51,77.88,0.01,100.14,0.63,0.89,0.29,70.25
2017,9,30,0.53,5.52,28.56,33.02,24.35,76.25,0.13,100.02,0.57,0.98,0.14,143.69
2017,10,1,0.45,4.66,27.75,31.3,25.04,79.38,0.08,99.85,0.8,1.06,0.45,327.25
2017,10,2,0.54,5.57,27.78,31.74,24.0,79.88,4.04,99.92,0.71,1.16,0.26,281.12
2017,10,3,0.43,4.5,27.23,31.6,24.23,84.75,3.59,100.11,0.83,1.16,0.62,110.62
2017,10,4,0.64,6.66,28.07,33.77,23.26,74.06,0.15,100.07,0.77,1.11,0.27,101.94
2017,10,5,0.59,6.1,29.6,35.94,24.45,64.69,0.45,100.09,0.79,1.17,0.1,138.81
2017,10,6,0.41,4.22,28.98,34.68,24.38,72.44,3.39,100.25,0.72,1.17,0.33,151.31
2017,10,7,0.59,6.2,28.4,34.17,23.72,75.06,3.21,100.3,0.79,1.07,0.58,176.94
2017,10,8,0.33,3.46,28.6,35.19,23.75,69.94,1.28,100.23,0.67,0.88,0.28,202.69
2017,10,9,0.61,6.42,28.96,35.63,23.29,67.81,0.06,100.09,0.56,1.02,0.14,78.62
2017,10,10,0.51,5.37,29.19,35.25,23.9,68.56,1.34,100.04,0.8,1.03,0.48,119.25
2017,10,11,0.61,6.42,28.56,34.32,24.38,76.81,21.19,99.97,0.71,0.99,0.36,43.0
2017,10,12,0.59,6.14,27.07,30.26,24.58,86.69,10.73,100.06,0.66,1.09,0.24,252.06
2017,10,13,0.47,4.98,28.51,33.15,24.49,78.0,2.03,100.01,0.57,1.09,0.32,148.12
2017,10,14,0.42,4.44,27.65,32.28,24.83,81.31,4.38,100.14,0.66,1.09,0.38,111.62
2017,10,15,0.37,3.87,26.08,28.49,24.38,89.62,5.63,100.3,0.77,1.18,0.41,184.69
2017,10,16,0.56,5.92,27.79,33.37,23.4,80.19,1.21,100.28,0.82,1.34,0.54,116.12
2017,10,17,0.58,6.11,28.31,33.81,24.23,80.25,5.99,100.24,0.71,1.08,0.43,54.31
2017,10,18,0.46,4.92,27.64,31.88,24.94,84.75,3.78,100.19,0.62,0.97,0.17,52.5
2017,10,19,0.52,5.54,27.77,31.89,24.97,82.19,1.49,100.11,0.69,1.0,0.38,57.06
2017,10,20,0.53,5.63,28.04,32.48,24.58,80.81,6.56,100.01,0.83,1.38,0.2,176.75
2017,10,21,0.2,2.1,27.4,30.26,24.83,86.62,1.13,100.12,0.55,1.3,0.16,155.44
2017,10,22,0.45,4.78,28.08,31.73,25.19,79.94,8.2,100.25,0.59,1.15,0.17,155.31
2017,10,23,0.28,2.97,26.87,30.06,24.17,86.12,3.78,100.25,0.96,1.42,0.38,227.75
2017,10,24,0.41,4.4,27.65,32.57,24.19,78.44,2.51,100.18,0.77,1.14,0.26,144.19
2017,10,25,0.49,5.21,28.09,33.98,23.19,74.94,0.37,100.12,0.58,1.07,0.05,258.38
2017,10,26,0.49,5.2,28.34,33.94,23.69,77.12,19.25,100.04,0.59,1.0,0.19,141.56
2017,10,27,0.52,5.6,26.51,29.47,24.12,88.0,5.08,100.08,0.68,0.9,0.38,177.88
2017,10,28,0.43,4.62,27.65,31.97,24.14,83.44,3.21,100.03,0.75,1.32,0.31,145.69
2017,10,29,0.57,6.11,27.75,32.15,24.44,84.12,0.88,100.03,0.58,1.27,0.01,123.81
2017,10,30,0.41,4.34,27.69,31.89,24.66,82.94,1.14,100.09,0.79,1.17,0.58,255.38
2017,10,31,0.45,4.86,26.81,30.51,24.12,84.06,0.34,100.1,0.64,0.88,0.24,131.31
2017,11,1,0.58,6.16,28.22,33.52,23.58,75.44,0.59,100.06,0.74,1.0,0.57,93.75
2017,11,2,0.48,5.06,29.14,34.19,24.19,72.5,2.34,100.07,0.62,0.82,0.23,72.88
2017,11,3,0.59,6.37,29.09,35.28,24.42,71.75,0.84,100.01,0.76,1.1,0.46,77.25
2017,11,4,0.32,3.43,28.04,32.24,25.13,79.25,4.51,100.05,0.67,1.03,0.27,103.94
2017,11,5,0.53,5.72,26.73,30.4,24.79,86.62,10.27,100.23,0.58,1.25,0.02,128.94
2017,11,6,0.26,2.74,26.39,30.42,23.66,87.12,7.79,100.22,0.67,0.83,0.31,228.62
2017,11,7,0.55,5.82,27.26,31.89,23.75,81.75,2.67,100.02,0.75,1.12,0.45,112.25
2017,11,8,0.54,5.77,28.76,33.65,23.48,73.75,1.78,99.87,0.65,1.18,0.45,34.69
2017,11,9,0.39,4.19,28.12,32.68,24.26,78.25,3.54,99.87,0.69,0.97,0.26,134.5
2017,11,10,0.45,4.86,27.99,32.49,23.88,79.31,2.91,99.91,0.62,0.81,0.34,242.31
2017,11,11,0.53,5.66,28.41,33.65,24.33,78.5,13.45,99.91,0.61,0.97,0.24,201.44
2017,11,12,0.45,4.77,27.15,30.33,24.77,87.31,7.94,99.93,0.6,0.86,0.13,129.0
2017,11,13,0.37,3.89,26.56,30.08,24.51,90.25,6.88,99.97,0.65,1.05,0.16,189.56
2017,11,14,0.37,3.9,26.92,31.48,24.4,87.19,6.61,99.96,0.64,1.03,0.12,211.19
2017,11,15,0.48,5.2,27.13,31.24,24.27,83.88,0.66,100.0,0.73,1.12,0.1,202.0
2017,11,16,0.49,5.3,27.31,31.53,23.51,82.0,0.52,100.08,0.66,1.02,0.31,23.75
2017,11,17,0.44,4.66,26.36,29.28,24.08,89.19,2.48,100.05,0.6,1.03,0.23,274.19
2017,11,18,0.43,4.58,27.12,31.36,23.87,83.38,1.94,99.95,0.7,0.95,0.41,41.56
2017,11,19,0.46,4.9,28.01,32.49,24.01,79.75,0.96,99.91,0.95,1.28,0.57,46.31
2017,11,20,0.12,1.35,27.28,30.48,24.91,81.19,2.47,100.04,0.81,1.2,0.3,48.06
2017,11,21,0.48,5.18,27.65,33.69,22.34,75.31,0.63,100.03,0.89,1.19,0.54,51.5
2017,11,22,0.37,3.9,28.64,34.14,24.31,72.81,0.03,100.08,0.74,1.23,0.44,154.25
2017,11,23,0.5,5.35,30.01,36.27,24.33,66.44,1.98,100.0,0.55,1.02,0.1,193.12
2017,11,24,0.38,4.09,28.83,33.62,25.88,75.56,4.84,100.05,0.52,0.79,0.02,173.44
2017,11,25,0.39,4.14,27.37,30.89,24.94,82.88,9.03,100.16,0.63,1.07,0.14,123.12
2017,11,26,0.47,5.02,27.39,31.96,23.39,79.5,0.27,100.13,0.79,1.11,0.37,28.56
2017,11,27,0.47,5.04,28.12,33.16,23.72,79.88,2.76,100.06,0.83,1.07,0.55,45.0
2017,11,28,0.38,4.02,28.44,34.41,24.37,78.75,2.54,100.11,0.73,1.18,0.48,77.69
2017,11,29,0.38,4.09,27.44,32.26,24.35,83.75,25.91,100.07,0.63,0.98,0.09,164.31
2017,11,30,0.32,3.42,27.82,32.74,24.12,81.25,1.09,99.86,0.6,0.92,0.23,237.69
2017,12,1,0.44,4.7,26.95,30.37,24.65,89.5,19.92,99.9,0.58,0.91,0.16,138.56
2017,12,2,0.45,4.84,27.76,32.05,24.04,83.0,2.12,99.91,0.74,0.96,0.48,37.19
2017,12,3,0.52,5.55,28.21,31.62,24.82,80.38,0.12,99.9,0.73,1.03,0.42,70.69
2017,12,4,0.23,2.43,27.82,31.81,25.12,84.0,7.07,99.98,0.73,0.84,0.57,86.12
2017,12,5,0.39,4.2,26.45,27.98,24.78,94.12,19.26,100.1,0.59,0.73,0.25,125.69
2017,12,6,0.38,3.96,26.65,29.51,24.5,90.06,3.77,100.12,0.73,1.41,0.39,179.69
2017,12,7,0.52,5.51,27.44,31.23,23.66,83.94,0.57,100.03,0.66,1.05,0.28,176.38
2017,12,8,0.36,3.79,27.8,31.38,24.29,82.06,0.19,99.98,0.56,0.99,0.1,186.0
2017,12,9,0.47,4.99,27.69,31.76,24.37,83.44,7.97,100.06,0.63,0.74,0.3,219.44
2017,12,10,0.41,4.34,26.03,27.86,24.68,95.0,13.42,100.05,0.58,1.05,0.25,329.62
2017,12,11,0.3,3.24,25.99,28.66,23.89,91.69,8.94,100.05,0.44,0.97,0.05,264.25
2017,12,12,0.48,5.07,26.26,29.44,24.27,89.25,3.58,100.07,0.62,0.91,0.2,206.31
2017,12,13,0.25,2.65,25.87,29.08,23.22,92.38,15.58,100.14,0.86,1.23,0.59,329.06
2017,12,14,0.52,5.56,26.2,29.04,23.9,89.88,10.98,100.18,0.64,1.22,0.14,110.25
2017,12,15,0.45,4.82,26.17,29.38,22.95,89.06,4.61,100.15,0.86,1.38,0.38,111.12
2017,12,16,0.37,3.91,26.6,30.09,23.81,87.94,2.72,100.11,0.86,1.33,0.53,259.0
2017,12,17,0.5,5.34,26.51,29.97,23.61,88.62,1.52,100.15,0.88,1.23,0.42,242.38
2017,12,18,0.39,4.17,26.58,30.16,23.8,88.81,17.25,100.16,0.75,1.08,0.55,72.0
2017,12,19,0.2,2.15,26.32,29.15,23.65,88.62,6.94,100.21,0.82,1.3,0.22,106.69
2017,12,20,0.3,3.18,25.65,28.16,23.44,91.62,16.51,100.17,0.61,1.16,0.09,179.38
2017,12,21,0.4,4.21,25.19,27.03,23.65,95.94,25.96,100.16,0.69,1.27,0.31,114.31
2017,12,22,0.38,3.99,25.97,28.97,22.91,91.25,14.06,100.16,0.62,1.18,0.03,59.25
2017,12,23,0.39,4.13,26.07,28.97,24.18,91.75,12.05,100.15,0.78,1.38,0.28,59.44
2017,12,24,0.37,3.96,26.42,29.69,23.82,89.75,2.75,100.11,0.79,1.09,0.29,59.31
2017,12,25,0.2,2.11,25.16,27.32,23.76,94.75,5.99,100.13,0.77,1.2,0.34,26.44
2017,12,26,0.33,3.53,25.16,28.63,23.03,91.31,7.12,100.24,0.8,1.17,0.4,38.31
2017,12,27,0.46,4.93,24.85,27.17,22.76,95.31,7.85,100.28,0.7,1.33,0.13,116.94
2017,12,28,0.43,4.59,25.28,27.76,23.02,92.0,5.42,100.2,0.7,1.32,0.15,160.75
2017,12,29,0.52,5.57,25.41,27.85,23.05,92.94,15.89,100.2,0.73,1.3,0.09,272.94
2017,12,30,0.41,4.4,25.69,29.05,23.34,91.81,3.68,100.21,0.74,1.35,0.09,231.19
2017,12,31,0.49,5.23,25.4,27.53,23.76,94.88,4.68,100.27,0.71,1.45,0.25,67.19
2018,1,1,0.4,4.29,25.51,27.88,23.94,93.94,6.97,100.28,0.7,1.36,0.04,158.75
2018,1,2,0.61,6.5,26.36,29.38,24.46,89.62,2.16,100.16,0.49,1.25,0.14,237.19
2018,1,3,0.45,4.74,25.78,28.14,23.76,93.88,8.56,100.25,0.79,1.39,0.09,142.12
2018,1,4,0.48,5.21,25.2,28.27,23.12,89.25,4.36,100.4,0.6,1.28,0.04,133.0
2018,1,5,0.55,5.95,26.4,29.83,22.26,86.38,0.17,100.33,0.83,1.37,0.23,123.06
2018,1,6,0.48,5.2,25.62,27.33,24.08,92.0,12.05,100.37,0.55,1.34,0.11,86.81
2018,1,7,0.41,4.38,24.68,26.92,22.94,92.88,11.95,100.4,0.69,1.29,0.23,216.06
2018,1,8,0.35,3.77,25.16,27.9,22.5,86.81,0.9,100.31,0.72,1.25,0.28,277.56
2018,1,9,0.46,4.94,25.23,28.21,22.55,91.19,15.28,100.25,0.81,1.2,0.3,192.31
2018,1,10,0.41,4.34,24.58,26.13,23.34,93.88,10.67,100.38,0.57,0.91,0.1,104.0
2018,1,11,0.44,4.67,24.94,27.63,22.86,88.44,3.74,100.52,0.59,1.05,0.32,93.25
2018,1,12,0.53,5.72,25.08,28.44,21.94,87.94,3.53,100.34,0.8,1.47,0.23,80.5
2018,1,13,0.52,5.66,25.46,29.01,22.42,88.56,1.33,100.21,0.75,1.28,0.26,40.81
2018,1,14,0.5,5.36,25.43,28.62,22.8,89.62,1.81,100.25,0.7,1.09,0.31,75.69
2018,1,15,0.46,4.98,25.6,29.01,22.38,87.69,8.84,100.29,0.98,1.26,0.52,110.5
2018,1,16,0.41,4.33,25.37,27.98,23.4,92.62,19.5,100.37,0.7,1.23,0.09,159.06
2018,1,17,0.27,2.85,24.95,26.78,23.12,93.25,28.83,100.38,0.7,1.19,0.2,235.31
2018,1,18,0.58,6.24,25.61,29.19,22.07,90.5,6.15,100.36,0.69,1.54,0.2,146.88
2018,1,19,0.57,6.17,26.25,29.98,23.07,87.12,4.78,100.34,0.77,1.42,0.28,85.38
2018,1,20,0.54,5.76,25.68,27.62,24.19,91.31,2.06,100.25,0.61,1.35,0.04,211.56
2018,1,21,0.48,5.15,25.86,28.37,23.26,87.88,0.51,100.19,0.78,1.29,0.3,164.12
2018,1,22,0.55,6.01,26.01,28.64,23.94,88.81,7.31,100.06,0.64,1.16,0.05,167.12
2018,1,23,0.53,5.69,25.75,28.7,23.97,91.12,8.23,100.11,0.69,1.36,0.3,140.38
2018,1,24,0.48,5.21,26.14,29.43,23.25,88.0,1.39,100.15,0.72,1.34,0.2,123.38
2018,1,25,0.48,5.16,25.6,28.19,23.26,93.44,36.27,100.19,0.64,1.35,0.2,221.06
2018,1,26,0.37,3.93,26.26,29.5,23.08,89.06,0.83,100.04,0.81,1.47,0.24,152.5
2018,1,27,0.49,5.34,25.69,27.73,23.77,92.25,1.58,99.98,0.66,1.22,0.15,175.25
2018,1,28,0.45,4.93,26.15,29.04,24.01,91.31,1.86,99.92,0.87,1.45,0.46,46.75
2018,1,29,0.52,5.68,26.3,29.34,23.68,91.19,2.4,99.87,0.71,1.07,0.27,79.19
2018,1,30,0.35,3.76,26.26,28.4,24.62,94.56,8.27,99.87,0.7,1.24,0.23,67.0
2018,1,31,0.41,4.35,26.28,29.02,24.03,94.31,9.4,99.94,0.83,1.4,0.15,50.31
2018,2,1,0.39,4.2,26.02,28.14,24.26,92.06,9.17,100.08,0.59,0.98,0.08,123.25
2018,2,2,0.44,4.74,26.55,29.57,24.37,89.25,3.42,100.09,0.59,1.2,0.08,104.25
2018,2,3,0.32,3.5,26.33,29.53,24.18,91.81,2.97,100.02,0.77,1.15,0.3,48.06
2018,2,4,0.45,4.82,26.58,29.31,24.0,91.19,10.07,100.0,0.61,1.21,0.12,147.25
2018,2,5,0.37,3.99,26.14,28.34,24.48,92.44,60.88,100.05,0.7,1.09,0.45,188.69
2018,2,6,0.46,4.99,26.04,29.03,23.5,91.69,9.85,100.0,0.73,1.03,0.27,209.19
