-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 11/30/2022 
Location: Latitude  -4.253   Longitude -69.935 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 104.47 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_KT,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WD10M
2017,10,4,4.09,0.39,25.66,27.69,23.64,90.62,1.99,99.77,0.63,1.27,0.16,171.06
2017,10,5,3.12,0.3,25.69,29.05,22.87,89.0,16.47,99.82,0.54,0.89,0.07,251.0
2017,10,6,5.33,0.51,25.56,28.71,22.45,90.31,11.64,99.95,0.69,1.34,0.21,260.25
2017,10,7,3.44,0.33,24.72,27.55,22.65,91.0,8.89,100.06,0.66,1.12,0.15,309.94
2017,10,8,6.02,0.58,25.41,29.17,21.25,86.81,0.0,99.9,0.74,1.27,0.25,200.38
2017,10,9,6.63,0.63,26.62,30.35,22.76,84.75,0.0,99.67,0.85,1.48,0.29,94.69
2017,10,10,5.72,0.55,25.86,28.67,23.26,90.06,0.19,99.63,0.84,1.58,0.07,68.06
2017,10,11,5.29,0.51,25.72,28.61,23.53,92.88,9.99,99.62,0.74,1.32,0.08,226.81
2017,10,12,3.85,0.37,25.69,28.06,23.74,91.19,5.49,99.65,0.49,1.27,0.09,235.38
2017,10,13,6.67,0.63,26.13,30.26,22.71,87.81,0.18,99.63,0.75,1.5,0.07,226.75
2017,10,14,4.67,0.45,26.05,29.47,22.6,91.12,1.42,99.71,0.72,1.58,0.02,187.44
2017,10,15,3.43,0.33,26.05,29.23,23.88,88.56,0.13,99.84,0.73,1.22,0.02,127.44
2017,10,16,5.08,0.48,26.88,30.12,23.68,86.19,0.0,99.87,0.75,1.11,0.24,161.62
2017,10,17,4.76,0.45,26.97,29.59,24.24,91.38,6.84,99.81,0.69,1.02,0.19,167.38
2017,10,18,5.34,0.51,27.31,30.33,25.18,88.69,1.6,99.76,0.43,0.96,0.11,168.69
2017,10,19,2.7,0.26,26.08,27.95,24.57,95.25,11.45,99.68,0.63,1.16,0.12,94.31
2017,10,20,5.4,0.52,26.48,29.73,23.81,90.06,4.61,99.58,0.73,1.29,0.17,65.94
2017,10,21,4.17,0.4,25.82,28.33,23.81,95.44,27.43,99.71,0.76,1.27,0.29,117.75
2017,10,22,3.31,0.31,25.86,28.62,23.69,93.62,11.93,99.83,0.78,1.29,0.04,158.25
2017,10,23,3.39,0.32,24.97,26.7,23.31,97.44,34.63,99.9,0.91,1.36,0.52,199.75
2017,10,24,4.72,0.45,24.8,27.97,22.82,88.81,0.9,99.86,0.71,1.29,0.07,115.0
2017,10,25,5.04,0.48,25.61,29.09,22.79,87.0,0.0,99.78,0.44,1.04,0.02,83.31
2017,10,26,5.22,0.49,26.19,29.88,22.95,88.44,4.94,99.68,0.54,1.17,0.04,168.62
2017,10,27,3.36,0.32,25.84,28.42,23.34,93.12,3.99,99.66,0.79,1.45,0.15,80.44
2017,10,28,4.3,0.41,26.22,29.15,24.0,89.25,3.73,99.65,0.56,1.26,0.13,145.62
2017,10,29,3.87,0.37,26.06,28.83,23.57,90.81,0.51,99.67,0.71,1.36,0.23,313.62
2017,10,30,5.38,0.51,25.69,28.34,23.58,93.12,2.36,99.77,0.56,1.12,0.13,292.81
2017,10,31,6.03,0.57,26.41,30.43,23.03,88.12,0.74,99.59,0.66,1.37,0.3,201.56
2017,11,1,4.93,0.47,26.08,28.52,23.48,91.12,0.27,99.64,0.55,1.14,0.08,147.06
2017,11,2,5.17,0.49,26.4,28.66,24.89,89.62,0.49,99.67,0.48,1.03,0.17,123.75
2017,11,3,5.6,0.53,26.62,29.69,24.31,88.94,0.58,99.59,0.69,1.16,0.2,91.38
2017,11,4,4.28,0.41,25.76,28.53,24.13,92.06,4.79,99.63,0.8,1.35,0.12,131.0
2017,11,5,3.45,0.33,24.94,26.58,23.49,96.5,22.06,99.82,0.59,1.38,0.03,181.12
2017,11,6,4.77,0.45,25.51,29.04,22.87,91.62,2.29,99.79,0.84,1.27,0.27,113.25
2017,11,7,5.55,0.53,26.26,29.33,23.35,88.94,0.16,99.58,0.68,1.27,0.1,75.81
2017,11,8,5.04,0.48,26.36,28.8,24.74,89.81,1.33,99.45,0.42,1.12,0.02,113.69
2017,11,9,4.78,0.45,26.08,28.51,23.73,92.81,28.98,99.48,0.56,1.21,0.1,64.69
2017,11,10,3.3,0.31,25.69,28.1,23.47,95.81,29.24,99.53,0.7,1.39,0.35,248.19
2017,11,11,5.97,0.57,26.05,28.62,23.5,91.0,1.58,99.48,0.62,1.18,0.2,190.94
2017,11,12,3.34,0.32,25.29,27.01,23.85,95.5,17.28,99.54,0.72,1.13,0.36,123.25
2017,11,13,4.08,0.39,25.9,28.54,23.49,91.12,3.26,99.56,0.66,1.06,0.2,198.06
2017,11,14,3.44,0.33,25.72,28.23,23.45,91.81,1.78,99.55,0.56,1.2,0.07,219.75
2017,11,15,4.36,0.41,25.25,27.19,23.68,95.25,8.03,99.61,0.65,1.27,0.12,119.75
2017,11,16,5.3,0.51,26.12,29.16,23.55,93.31,14.28,99.61,0.77,1.3,0.23,136.75
2017,11,17,3.29,0.31,26.05,28.81,24.17,91.19,5.85,99.58,0.8,1.24,0.21,95.5
2017,11,18,5.58,0.53,26.12,28.74,23.65,92.0,7.4,99.5,0.66,1.35,0.12,123.75
2017,11,19,5.45,0.52,26.65,29.96,24.06,89.75,3.81,99.41,0.6,1.22,0.05,103.69
2017,11,20,5.29,0.51,26.32,28.52,24.44,92.88,1.37,99.55,0.65,1.14,0.18,116.31
2017,11,21,4.58,0.44,26.19,28.89,23.58,90.06,0.12,99.59,0.63,1.34,0.11,265.19
2017,11,22,4.11,0.39,25.4,27.4,23.27,91.81,0.07,99.67,0.74,1.31,0.32,182.31
2017,11,23,4.8,0.46,26.3,29.83,22.61,87.56,2.52,99.66,0.61,1.31,0.18,228.12
2017,11,24,4.74,0.45,25.45,27.18,23.48,96.62,18.83,99.7,0.78,1.26,0.3,271.0
2017,11,25,5.39,0.52,25.62,28.23,23.15,92.06,0.58,99.75,0.56,1.17,0.15,237.25
2017,11,26,4.99,0.48,25.84,28.52,23.09,91.88,0.71,99.67,0.78,1.2,0.3,229.88
2017,11,27,4.61,0.45,25.76,27.76,23.76,94.88,14.79,99.64,0.66,1.2,0.16,216.75
2017,11,28,1.76,0.17,25.56,27.41,23.55,95.88,22.39,99.74,0.63,1.34,0.05,218.19
2017,11,29,4.15,0.4,25.97,29.26,23.33,91.69,6.4,99.69,0.82,1.42,0.23,219.62
2017,11,30,5.0,0.48,26.4,30.01,23.19,90.56,0.65,99.46,0.67,1.23,0.1,291.94
2017,12,1,6.11,0.59,26.7,29.34,24.74,92.31,0.45,99.39,0.7,1.24,0.19,167.62
2017,12,2,4.75,0.46,26.64,29.08,24.35,91.81,2.7,99.47,0.6,1.15,0.25,78.69
2017,12,3,5.45,0.52,26.78,29.41,24.36,87.44,1.11,99.49,0.45,0.99,0.07,197.5
2017,12,4,4.3,0.41,26.46,28.95,24.51,90.62,7.14,99.54,0.43,1.02,0.12,142.44
2017,12,5,2.37,0.23,25.94,27.99,24.49,95.25,4.62,99.67,0.62,1.26,0.09,202.94
2017,12,6,3.9,0.38,25.31,27.49,23.88,94.19,1.36,99.73,0.69,0.8,0.41,208.06
2017,12,7,4.65,0.45,25.55,29.05,22.9,89.19,0.21,99.65,0.66,1.3,0.12,255.31
2017,12,8,4.96,0.48,26.09,29.3,23.19,89.69,0.03,99.59,0.78,1.26,0.24,254.69
2017,12,9,4.25,0.41,26.42,29.36,23.37,90.56,0.46,99.67,0.93,1.42,0.28,157.25
2017,12,10,6.44,0.62,26.65,29.27,24.19,91.5,0.81,99.58,0.78,1.23,0.28,167.56
2017,12,11,1.66,0.16,26.13,27.98,24.75,96.62,26.08,99.6,0.66,1.08,0.16,194.0
2017,12,12,5.82,0.56,26.42,29.93,23.56,89.75,1.04,99.65,0.72,1.27,0.27,264.75
2017,12,13,5.66,0.55,26.66,29.69,24.27,90.0,0.08,99.67,0.84,1.38,0.23,244.69
2017,12,14,6.13,0.59,26.68,29.68,23.87,90.25,0.0,99.67,0.71,1.38,0.09,162.94
2017,12,15,4.98,0.48,26.15,28.4,24.08,91.62,6.47,99.7,0.62,1.28,0.03,132.88
2017,12,16,4.12,0.4,25.25,26.65,24.16,95.88,27.78,99.7,0.69,1.18,0.15,272.12
2017,12,17,5.49,0.53,25.98,29.05,23.58,91.44,3.49,99.7,0.84,1.15,0.48,101.12
2017,12,18,4.07,0.39,25.79,28.46,23.44,94.38,7.13,99.7,0.66,1.25,0.23,131.56
2017,12,19,4.24,0.41,25.33,28.04,22.87,93.25,7.57,99.76,0.66,1.07,0.34,160.19
2017,12,20,3.32,0.32,24.79,26.98,23.04,93.31,2.76,99.73,0.59,0.97,0.19,301.69
2017,12,21,2.81,0.27,25.74,29.15,22.55,90.25,3.85,99.66,0.66,1.25,0.27,43.81
2017,12,22,4.05,0.39,25.51,27.91,23.62,94.12,5.14,99.68,0.74,1.34,0.18,80.62
2017,12,23,3.83,0.37,25.97,29.0,23.07,91.12,6.76,99.65,0.83,1.41,0.25,40.19
2017,12,24,3.98,0.38,26.12,29.33,23.75,91.75,2.02,99.62,0.6,1.19,0.26,34.5
2017,12,25,1.87,0.18,25.53,27.58,24.07,94.38,20.54,99.64,0.77,1.13,0.28,129.5
2017,12,26,2.11,0.2,24.88,26.61,23.23,96.25,25.94,99.75,0.88,1.27,0.33,120.06
2017,12,27,3.18,0.3,24.83,27.07,22.74,94.06,6.35,99.79,0.7,1.31,0.25,95.19
2017,12,28,2.46,0.23,25.34,28.3,22.56,93.25,9.39,99.73,0.72,1.3,0.12,100.12
2017,12,29,4.81,0.46,25.6,27.83,24.01,90.81,2.11,99.78,0.46,1.17,0.15,162.69
2017,12,30,4.98,0.48,25.78,28.98,22.47,91.94,3.83,99.73,0.8,1.47,0.31,32.31
2017,12,31,3.73,0.36,25.92,28.53,23.82,91.5,1.03,99.8,0.77,1.17,0.27,57.75
2018,1,1,3.37,0.32,25.55,28.24,23.19,91.0,0.81,99.86,0.86,1.38,0.27,101.69
2018,1,2,5.99,0.58,25.93,28.9,23.03,89.25,2.23,99.78,0.7,1.34,0.23,307.12
2018,1,3,6.07,0.59,25.74,28.81,23.37,91.5,3.21,99.77,0.7,1.42,0.23,139.0
2018,1,4,6.07,0.59,26.09,28.81,23.24,88.69,0.69,99.85,0.72,1.15,0.2,69.62
2018,1,5,5.96,0.57,25.65,28.18,23.55,92.12,1.32,99.9,0.64,1.2,0.14,110.19
2018,1,6,4.69,0.45,26.1,29.09,23.87,89.88,1.69,99.86,0.65,1.26,0.1,52.75
2018,1,7,1.66,0.16,25.33,27.67,23.53,95.81,10.45,99.87,0.62,1.12,0.12,83.31
2018,1,8,4.47,0.43,25.57,28.53,22.49,88.06,0.2,99.82,0.74,1.2,0.3,130.0
2018,1,9,4.54,0.44,25.53,28.9,22.51,89.0,1.22,99.83,0.73,1.29,0.2,99.75
2018,1,10,4.23,0.41,24.77,27.58,22.97,92.0,2.91,99.93,0.63,0.8,0.42,40.69
2018,1,11,4.68,0.45,24.56,27.5,21.98,91.56,5.69,99.97,0.62,1.19,0.06,100.56
2018,1,12,4.76,0.45,25.23,28.64,22.03,90.5,4.12,99.88,0.73,1.4,0.15,81.88
2018,1,13,4.7,0.45,24.72,27.11,22.94,93.81,2.32,99.76,0.71,1.35,0.3,262.81
2018,1,14,5.14,0.49,25.14,27.62,22.99,92.75,1.13,99.68,0.74,1.27,0.17,65.44
2018,1,15,3.62,0.34,24.99,27.26,23.33,95.5,72.9,99.82,0.8,1.33,0.16,132.06
2018,1,16,2.36,0.23,23.8,25.43,22.25,95.56,8.55,100.0,0.68,1.22,0.22,185.31
2018,1,17,3.23,0.3,24.37,27.39,22.22,90.75,0.52,99.96,0.52,1.03,0.05,137.5
2018,1,18,5.94,0.56,25.65,29.29,21.94,86.88,0.77,99.9,0.62,1.31,0.04,81.62
2018,1,19,4.24,0.41,24.93,27.48,23.35,94.06,5.33,99.87,0.82,1.34,0.28,67.56
2018,1,20,4.6,0.44,25.34,28.46,22.75,91.12,9.54,99.8,0.67,1.34,0.04,110.38
2018,1,21,4.18,0.4,25.65,28.4,23.51,92.25,8.3,99.69,0.73,1.26,0.31,107.69
2018,1,22,3.39,0.32,25.32,28.34,23.12,93.31,12.14,99.61,0.77,1.32,0.29,174.88
2018,1,23,4.71,0.45,25.29,28.12,23.12,90.81,3.03,99.64,0.52,1.03,0.05,175.94
2018,1,24,3.92,0.38,25.76,28.9,22.51,90.81,11.88,99.67,0.68,1.33,0.09,155.5
2018,1,25,2.81,0.27,24.27,25.37,22.72,98.0,13.24,99.72,0.77,1.16,0.3,138.56
2018,1,26,5.85,0.55,25.51,29.05,21.44,90.81,11.34,99.6,0.63,1.33,0.08,80.81
2018,1,27,5.16,0.48,25.54,28.0,24.02,94.44,9.01,99.5,0.59,0.95,0.35,234.12
2018,1,28,4.92,0.47,25.7,28.21,23.37,92.5,1.03,99.42,0.84,1.27,0.27,85.94
2018,1,29,3.9,0.37,25.88,28.3,23.79,91.75,0.0,99.34,0.79,1.18,0.32,52.31
2018,1,30,5.49,0.52,26.9,30.0,23.96,88.62,0.34,99.33,0.7,1.18,0.3,112.0
2018,1,31,6.29,0.59,26.62,28.9,24.9,93.81,10.59,99.4,0.7,1.35,0.16,106.31
2018,2,1,2.12,0.2,26.6,28.98,24.48,92.31,14.61,99.55,0.48,0.84,0.04,144.69
2018,2,2,3.96,0.38,26.0,28.28,24.11,93.38,1.43,99.57,0.64,1.2,0.16,58.75
2018,2,3,4.18,0.39,26.4,29.5,23.41,90.75,0.21,99.48,0.72,1.09,0.24,43.12
2018,2,4,5.43,0.51,26.97,30.24,24.07,90.0,4.16,99.49,0.7,1.11,0.16,76.56
2018,2,5,4.16,0.39,26.05,27.69,24.5,96.12,7.58,99.57,0.6,1.16,0.3,58.88
2018,2,6,3.32,0.31,26.91,30.17,24.15,87.94,0.21,99.57,0.61,1.05,0.27,228.38
2018,2,7,4.36,0.41,26.4,29.32,24.83,90.31,0.85,99.6,0.55,1.03,0.17,151.62
2018,2,8,4.56,0.43,26.47,29.68,23.93,89.5,0.07,99.56,0.77,1.05,0.42,39.88
2018,2,9,4.89,0.46,26.55,29.6,23.87,92.12,15.35,99.51,0.7,1.17,0.29,50.94
2018,2,10,4.86,0.45,26.32,28.98,24.64,94.0,24.51,99.59,0.77,1.21,0.29,67.0
2018,2,11,3.36,0.31,25.78,28.61,23.65,92.88,33.91,99.74,0.59,0.99,0.23,80.0
2018,2,12,5.67,0.53,26.37,29.05,23.74,89.62,2.79,99.76,0.69,1.27,0.23,42.25
2018,2,13,2.75,0.26,25.35,27.59,23.86,93.62,5.61,99.82,0.61,1.18,0.35,101.75
2018,2,14,3.88,0.37,25.45,28.45,23.11,92.44,19.54,99.84,0.55,1.14,0.08,108.25
2018,2,15,2.07,0.2,25.04,27.54,23.23,91.94,15.95,99.96,0.87,1.44,0.41,51.69
2018,2,16,4.57,0.43,25.45,29.28,22.14,88.94,0.59,100.0,0.7,1.43,0.26,132.62
2018,2,17,4.45,0.41,25.9,29.37,22.34,87.0,6.65,99.87,0.7,1.34,0.18,135.75
2018,2,18,3.04,0.29,25.38,28.01,23.58,93.06,4.13,99.71,0.68,1.34,0.23,29.12
2018,2,19,4.56,0.43,26.25,29.15,23.21,89.19,5.39,99.6,0.69,1.17,0.22,32.25
2018,2,20,2.95,0.27,25.08,27.18,23.02,97.56,18.36,99.74,0.73,1.3,0.27,206.25
2018,2,21,5.39,0.51,24.85,26.85,22.94,94.62,6.53,99.84,0.69,1.27,0.14,120.19
2018,2,22,4.3,0.41,25.39,28.39,22.8,93.25,1.04,99.8,0.81,1.45,0.26,55.38
2018,2,23,3.11,0.29,25.19,27.94,23.07,91.94,24.34,99.81,0.68,0.96,0.36,124.56
2018,2,24,4.85,0.45,25.35,28.49,23.04,92.0,6.24,99.74,0.63,1.13,0.2,137.31
2018,2,25,3.06,0.29,24.88,27.12,22.99,94.94,28.87,99.82,0.63,1.13,0.16,106.56
2018,2,26,3.0,0.28,24.85,28.23,22.56,91.19,29.89,99.92,0.67,1.02,0.28,241.62
2018,2,27,5.76,0.54,25.59,29.48,22.33,88.31,0.04,99.8,0.71,1.54,0.09,119.38
2018,2,28,6.06,0.57,26.28,30.08,22.41,88.19,0.01,99.68,0.95,1.53,0.36,56.69
2018,3,1,5.6,0.52,26.42,29.41,23.68,90.06,15.51,99.77,0.79,1.2,0.3,65.38
2018,3,2,4.18,0.39,25.58,27.2,23.8,94.06,10.45,99.88,0.62,1.32,0.03,132.12
2018,3,3,5.45,0.52,25.96,29.34,22.87,86.62,0.08,99.81,0.59,1.23,0.23,260.94
2018,3,4,4.32,0.41,25.46,28.83,22.96,89.5,0.0,99.68,0.62,1.16,0.05,175.38
2018,3,5,5.75,0.54,26.33,29.5,23.9,87.75,1.29,99.61,0.62,1.2,0.14,132.19
2018,3,6,3.06,0.29,25.81,28.43,23.83,92.44,4.66,99.71,0.61,0.93,0.23,145.38
2018,3,7,4.98,0.47,25.16,27.16,23.39,94.56,8.39,99.83,0.8,1.35,0.2,141.62
2018,3,8,3.06,0.29,25.88,29.55,22.87,91.81,4.32,99.79,0.76,1.29,0.26,101.0
2018,3,9,4.93,0.47,26.31,29.44,23.5,90.44,6.49,99.74,0.82,1.36,0.31,79.56
2018,3,10,4.3,0.41,26.08,28.87,23.72,92.94,23.86,99.71,0.68,1.28,0.05,101.88
2018,3,11,5.43,0.52,26.25,29.08,23.65,92.81,5.13,99.68,0.87,1.33,0.25,87.12
2018,3,12,5.7,0.54,26.42,29.07,24.0,92.81,2.03,99.67,0.7,1.3,0.13,101.19
2018,3,13,5.44,0.52,26.13,27.93,24.87,94.69,1.98,99.7,0.59,1.27,0.16,116.75
2018,3,14,5.42,0.52,26.36,29.15,23.79,92.88,2.29,99.72,0.75,1.27,0.18,124.69
2018,3,15,6.27,0.59,26.65,29.65,24.3,92.75,1.64,99.69,0.77,1.34,0.19,94.56
2018,3,16,5.39,0.52,26.08,28.54,24.17,93.38,0.6,99.75,0.78,1.21,0.35,111.19
2018,3,17,4.43,0.42,25.94,28.62,24.02,93.62,25.23,99.75,0.67,1.29,0.06,92.19
2018,3,18,5.36,0.51,25.46,28.07,23.93,91.06,10.36,99.69,0.75,1.3,0.31,61.88
2018,3,19,5.7,0.55,26.08,29.05,22.71,87.81,0.49,99.56,0.62,1.31,0.1,84.5
2018,3,20,2.77,0.27,25.58,28.76,23.75,92.38,4.92,99.66,0.6,1.18,0.03,99.94
2018,3,21,4.88,0.47,26.08,29.59,23.19,91.25,3.68,99.78,0.69,1.27,0.38,126.62
2018,3,22,6.0,0.58,25.94,29.85,23.24,91.94,10.37,99.78,0.64,1.0,0.23,207.94
2018,3,23,2.74,0.27,25.01,26.76,23.18,94.38,9.51,99.81,0.69,1.24,0.12,68.62
2018,3,24,4.92,0.48,25.9,29.57,22.42,89.75,0.06,99.72,0.77,1.36,0.27,66.0
2018,3,25,5.99,0.58,26.34,29.19,23.58,90.81,7.88,99.71,0.77,1.27,0.15,88.81
2018,3,26,3.86,0.38,26.07,28.62,24.05,93.62,9.96,99.77,0.74,1.19,0.17,122.56
2018,3,27,3.19,0.31,25.73,28.93,23.73,91.62,1.37,99.75,0.69,1.2,0.07,179.25
2018,3,28,4.99,0.48,25.94,28.78,23.68,92.12,7.68,99.66,0.73,1.17,0.08,142.62
2018,3,29,3.28,0.32,25.58,27.46,24.07,93.88,7.17,99.74,0.61,1.27,0.06,118.81
2018,3,30,3.3,0.32,25.17,27.68,23.15,94.62,3.04,99.76,0.66,1.34,0.02,103.38
2018,3,31,3.99,0.39,25.29,28.08,23.12,93.94,11.32,99.71,0.77,1.29,0.22,159.06
2018,4,1,4.81,0.47,25.35,28.29,23.31,93.88,5.06,99.68,0.74,1.36,0.26,57.88
2018,4,2,5.84,0.57,25.9,28.77,23.5,91.25,6.83,99.69,0.68,1.13,0.27,88.31
2018,4,3,3.94,0.39,25.01,26.88,23.55,94.19,5.4,99.78,0.78,1.2,0.35,186.94
2018,4,4,3.74,0.37,24.58,26.94,22.87,91.88,0.19,99.79,0.68,1.4,0.24,231.75
2018,4,5,5.13,0.51,25.19,28.43,22.56,91.56,2.31,99.74,0.62,1.38,0.16,44.75
2018,4,6,3.56,0.35,25.06,27.51,23.01,94.81,3.04,99.73,0.8,1.33,0.3,113.69
2018,4,7,2.28,0.23,25.5,28.64,23.01,88.62,3.34,99.84,0.66,1.32,0.11,137.5
2018,4,8,5.61,0.55,25.29,27.51,22.44,89.81,1.81,99.87,0.6,1.3,0.22,114.19
2018,4,9,5.06,0.5,25.61,28.94,22.49,88.19,0.41,99.86,0.62,1.32,0.05,189.44
2018,4,10,5.58,0.55,26.61,29.31,23.51,85.0,0.0,99.84,0.42,0.95,0.05,239.56
2018,4,11,4.28,0.43,25.87,28.46,23.84,92.25,5.33,99.77,0.75,1.0,0.39,316.0
2018,4,12,3.03,0.3,24.94,26.82,23.38,95.69,2.57,99.78,0.77,1.31,0.28,59.75
2018,4,13,5.34,0.54,25.81,29.3,23.24,88.75,3.05,99.89,0.62,1.34,0.19,109.44
2018,4,14,3.01,0.3,25.9,29.07,22.9,91.12,3.61,99.98,0.63,1.16,0.27,243.5
2018,4,15,3.7,0.38,24.64,26.4,23.2,95.81,26.6,100.1,0.86,1.23,0.16,241.69
2018,4,16,3.99,0.41,25.08,27.66,22.65,92.88,10.95,100.08,0.59,1.23,0.29,228.88
2018,4,17,4.34,0.44,25.69,29.03,22.71,91.94,5.44,99.97,0.76,1.37,0.12,174.62
2018,4,18,3.48,0.35,25.2,27.39,23.55,94.0,9.83,100.01,0.65,1.3,0.18,131.69
2018,4,19,4.39,0.45,25.42,28.75,22.84,92.0,3.71,100.04,0.88,1.32,0.29,83.12
2018,4,20,1.82,0.19,24.12,25.55,22.4,98.06,11.64,100.03,0.81,1.34,0.27,74.31
2018,4,21,4.53,0.46,24.95,27.83,22.1,92.81,21.94,99.94,0.68,1.37,0.14,107.94
2018,4,22,3.86,0.4,25.24,28.52,22.94,90.69,7.35,99.91,0.71,1.36,0.09,190.88
2018,4,23,4.55,0.47,26.12,29.48,23.36,89.19,2.28,99.92,0.73,1.45,0.1,154.06
2018,4,24,4.37,0.45,25.01,26.55,23.26,94.19,6.26,100.02,0.54,1.41,0.15,138.31
2018,4,25,2.39,0.25,24.85,26.76,23.07,95.31,21.71,100.07,0.7,1.44,0.25,161.75
2018,4,26,4.53,0.47,24.6,27.76,22.33,92.44,4.38,100.02,0.76,1.41,0.06,159.81
2018,4,27,4.6,0.48,25.62,28.73,23.09,90.06,1.85,99.91,0.66,1.22,0.29,95.06
2018,4,28,3.65,0.38,26.22,29.3,23.9,89.38,2.01,99.96,0.65,1.07,0.21,87.81
2018,4,29,4.79,0.5,25.41,28.03,23.43,92.31,0.71,100.03,0.8,1.36,0.16,114.69
2018,4,30,3.24,0.34,25.76,28.74,23.61,88.12,1.05,100.06,0.62,1.17,0.32,223.56
2018,5,1,4.06,0.43,25.4,28.19,23.3,90.75,1.26,100.1,0.63,1.14,0.29,151.88
2018,5,2,4.46,0.47,25.44,28.32,22.83,92.31,4.5,100.07,0.8,1.23,0.4,81.5
2018,5,3,4.83,0.51,25.98,29.4,23.13,91.06,3.14,99.93,0.73,1.27,0.22,62.25
2018,5,4,5.8,0.62,25.84,28.6,23.3,91.88,9.07,99.86,0.95,1.46,0.14,93.88
2018,5,5,4.41,0.47,25.51,27.98,23.18,93.38,11.15,99.93,0.8,1.25,0.21,73.81
2018,5,6,1.84,0.2,24.54,26.27,23.0,97.12,36.01,100.14,0.87,1.28,0.28,147.88
2018,5,7,5.11,0.55,24.87,27.99,22.18,92.5,22.63,100.12,0.62,1.05,0.12,105.56
2018,5,8,3.08,0.33,25.11,27.43,23.21,93.69,26.51,100.01,0.66,1.22,0.04,185.44
2018,5,9,3.99,0.43,25.34,28.58,22.58,91.75,1.61,99.99,0.61,1.2,0.24,88.06
2018,5,10,5.14,0.55,25.7,28.76,23.17,90.88,0.92,99.91,0.7,1.22,0.3,143.56
2018,5,11,4.23,0.45,25.84,28.64,24.01,92.12,6.56,99.93,0.6,1.14,0.19,39.0
2018,5,12,5.16,0.55,25.74,27.9,23.94,92.44,7.49,99.93,0.55,1.11,0.11,94.31
2018,5,13,3.35,0.36,24.55,25.62,23.53,96.0,7.18,99.9,0.66,1.06,0.16,281.06
2018,5,14,4.34,0.47,24.75,27.6,22.31,92.81,18.74,99.9,0.67,1.42,0.09,202.12
2018,5,15,4.19,0.45,24.8,27.67,22.97,93.88,5.2,99.9,0.74,1.29,0.37,44.0
2018,5,16,3.98,0.44,25.41,28.12,22.98,91.0,26.9,99.94,0.48,1.07,0.09,103.25
2018,5,17,4.04,0.45,24.81,27.37,23.19,94.31,24.89,99.91,0.75,1.34,0.15,181.38
2018,5,18,4.31,0.47,25.45,28.41,22.9,89.69,4.44,99.84,0.68,1.26,0.2,163.69
2018,5,19,4.06,0.45,25.17,28.08,23.19,92.69,2.82,99.94,0.77,1.27,0.2,92.62
2018,5,20,3.88,0.43,24.23,25.69,23.02,96.44,4.35,100.04,0.76,1.09,0.35,124.62
2018,5,21,2.4,0.27,23.9,26.37,22.03,92.75,0.73,100.0,0.83,1.37,0.17,193.56
2018,5,22,4.96,0.55,25.1,28.8,21.53,89.94,1.28,100.01,0.72,1.2,0.11,166.0
2018,5,23,3.27,0.36,24.98,27.5,23.0,93.56,6.37,100.16,0.82,1.23,0.28,113.75
2018,5,24,3.25,0.36,24.79,27.69,22.26,93.19,2.21,100.18,0.97,1.36,0.2,132.12
2018,5,25,4.43,0.49,24.89,27.42,22.55,94.25,18.68,100.06,0.89,1.35,0.15,166.06
2018,5,26,4.22,0.47,24.9,27.27,22.82,94.62,9.32,99.99,0.81,1.38,0.27,144.81
2018,5,27,4.18,0.47,25.91,28.9,23.62,88.44,0.67,100.01,0.66,1.23,0.3,97.62
2018,5,28,3.93,0.44,25.14,27.75,22.84,94.06,12.74,100.05,0.77,1.41,0.16,82.62
2018,5,29,3.91,0.44,25.15,28.28,22.78,90.88,3.31,100.0,0.68,1.34,0.09,185.12
2018,5,30,4.47,0.5,25.44,28.8,22.4,89.81,0.0,99.92,0.75,1.35,0.24,41.19
2018,5,31,3.99,0.45,25.71,29.07,22.45,89.75,0.05,99.79,0.84,1.38,0.33,45.19
2018,6,1,4.27,0.48,25.91,28.58,23.65,91.38,2.4,99.76,0.8,1.27,0.17,49.44
